transaction_id,timestamp,description,amount,currency,transaction_type,transaction_category,transaction_classification,merchant_name,running_balance_amount,running_balance_currency,meta_bank_transaction_id,meta_provider_category,meta_counterpart_sort_code,meta_counterpart_account_number
8a34f917bf185fa2608aa2c19d967f44,2021-12-19T00:00:00Z,CLEVELEYS.COM,1450.42,GBP,CREDIT,CREDIT,,,277.45,GBP,,DEP,,
6131ad8e1479a3ff22ec25e51dbf27bb,2021-12-18T00:00:00Z,CIRCLE UK TRADING,82.21,GBP,CREDIT,CREDIT,,,359.66,GBP,,FPI,,
a36fb872bc235d44bb90a7b3194f2b5c,2021-12-17T00:00:00Z,MR JOHN SMITH,137.6,GBP,CREDIT,CREDIT,,,497.26,GBP,,BGC,,
85fcaa06f72254f6a8b335f66ca4aeae,2021-12-17T00:00:00Z,AA INSURANCE,-12.73,GBP,DEBIT,DIRECT_DEBIT,,,484.53,GBP,,DD,,
d69b6e04ccdefa1bef829a108da12e76,2021-12-17T00:00:00Z,AXA WEALTH LTD,-40.0,GBP,DEBIT,DIRECT_DEBIT,,,444.53,GBP,,DD,,
2133a2beb77684223ee43e5994593394,2021-12-17T00:00:00Z,MORRISONS PETROL,-20.0,GBP,DEBIT,PURCHASE,,,424.53,GBP,,DEB,,
6373119b5f76d9e7ce5dc33a999c5df3,2021-12-17T00:00:00Z,SAVE THE CHANGE,-0.63,GBP,DEBIT,BILL_PAYMENT,,,423.9,GBP,,BP,,
81de6619a98224a399888506baead782,2021-12-17T00:00:00Z,TAILSCOM,-6.37,GBP,DEBIT,PURCHASE,,,417.53,GBP,,DEB,,
0e1f1ec0ba9b4ff0a2c22d087f83c1c7,2021-12-15T00:00:00Z,ASDA STOES LTD,-32.0,GBP,DEBIT,PURCHASE,,,385.53,GBP,,DEB,,
7fe9f09c36541b8aa4351610598b201a,2021-12-15T00:00:00Z,SAVE THE CHANGE,-0.55,GBP,DEBIT,BILL_PAYMENT,,,384.98,GBP,,BP,,
441c42a14fff759d51f6c97bb873fed1,2021-12-15T00:00:00Z,AMAZON BLACK FRIDAY,-15.45,GBP,DEBIT,PURCHASE,,,369.53,GBP,,DEB,,
d3d99b431e30c683e3b8a6be704311bd,2021-12-15T00:00:00Z,SAVE THE CHANGE,-0.5,GBP,DEBIT,BILL_PAYMENT,,,369.03,GBP,,BP,,
5ef045cd389fdc6e2c0c54d217453e7a,2021-12-15T00:00:00Z,TESCO EXTRA,-3.59,GBP,DEBIT,PURCHASE,,,365.44,GBP,,DEB,,
22c2938a6e5246ad0342ca6b062f5c9c,2021-12-15T00:00:00Z,PAYPAL EBAY,-10.0,GBP,DEBIT,PURCHASE,,,355.44,GBP,,DEB,,
39793be836bad3b5f23d87bf73d771bc,2021-12-14T00:00:00Z,PAYPAL BETFRED,-2.0,GBP,DEBIT,PURCHASE,,,353.44,GBP,,DEB,,
b79f456f47abbc153123264330ebc98f,2021-12-14T00:00:00Z,MT SECURETRADE LIM,-20.5,GBP,DEBIT,PURCHASE,,,332.94,GBP,,DEB,,
5a9feba585b236c4f06fea91a6bf4d6b,2021-12-14T00:00:00Z,MT SECURETRADE LIM,43.5,GBP,CREDIT,PURCHASE,,,376.44,GBP,,DEB,,
fe9c0e34f116ff53654d7d3b57c709fd,2021-12-12T00:00:00Z,SAVE THE CHANGE,-0.41,GBP,DEBIT,BILL_PAYMENT,,,376.03,GBP,,BP,,
ab9ba99db24cb03edeb19bd1e82d96b8,2021-12-12T00:00:00Z,AA MEMBERSHIP,-23.11,GBP,DEBIT,DIRECT_DEBIT,,,352.92,GBP,,DD,,
b802678d3c7b1f98b36be39433351f13,2021-12-11T00:00:00Z,CIRCLE UK TRADING,50.0,GBP,CREDIT,CREDIT,,,402.92,GBP,,FPI,,
aeaed2c11db380c6a451ff599026aca4,2021-12-11T00:00:00Z,MS JANE DOE,50.0,GBP,CREDIT,TRANSFER,,,452.92,GBP,,TFR,,
401fcc45f71d46aeab18bba022dbeb7f,2021-12-11T00:00:00Z,WORKING TAX CREDIT,22.42,GBP,CREDIT,CREDIT,,,475.34,GBP,,BGC,,
447a24f803da01c00040205c6164c1aa,2021-12-11T00:00:00Z,BUTLINS HOLIDAYS,-17.0,GBP,DEBIT,PURCHASE,,,458.34,GBP,,DEB,,
e33c8b34e6505c39548b4eef217cbaf0,2021-12-10T00:00:00Z,AXA WEALTH LTD,-40.0,GBP,DEBIT,DIRECT_DEBIT,,,418.34,GBP,,DD,,
9a0f90090f21085cad7db9a1045fdcf7,2021-12-10T00:00:00Z,ASDA STORES LTD,-5.0,GBP,DEBIT,PURCHASE,,,413.34,GBP,,DEB,,
b8c49bf28d5602dd9183ff1502c2fb81,2021-12-10T00:00:00Z,RETURNED DD,40.0,GBP,CREDIT,CREDIT,,,453.34,GBP,,DEP,,
7998f8f0ca4c7211cae526ad3eb333b5,2021-12-10T00:00:00Z,CIRCLE UK TRADING,50.36,GBP,CREDIT,CREDIT,,,503.7,GBP,,FPI,,
fb5ca28db8beaab9bb978cbabe168754,2021-12-10T00:00:00Z,OUTGOING DD,-30.0,GBP,DEBIT,DIRECT_DEBIT,,,473.7,GBP,,DD,,
cbe50265afb252b177d987ba6ccc0472,2021-12-10T00:00:00Z,EDF ENERGY,-24.5,GBP,DEBIT,BILL_PAYMENT,,,449.2,GBP,,BP,,
d767dca511e74f5bb1254dbf0e61d3f5,2021-12-09T00:00:00Z,DVLA LICENCE,-23.62,GBP,DEBIT,DIRECT_DEBIT,,,425.58,GBP,,DD,,
67da83a03ca2384b19a6fdf3e15ce1d8,2021-12-09T00:00:00Z,DVLA TAX,-20.56,GBP,DEBIT,DIRECT_DEBIT,,,405.02,GBP,,DD,,
2945703e313f29db50f41bcb950d0b91,2021-12-09T00:00:00Z,SAVE THE CHANGE,-0.41,GBP,DEBIT,BILL_PAYMENT,,,404.61,GBP,,BP,,
20f00cfe1e755eb5396ad41954f67d43,2021-12-09T00:00:00Z,MS JANE DOE,70.0,GBP,CREDIT,TRANSFER,,,474.61,GBP,,TFR,,
31ee170a9bca94e5873c5cdb67597de4,2021-12-08T00:00:00Z,SAVE THE CHANGE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,474.6,GBP,,BP,,
df60aa0887337ade5304a7b1ebe503af,2021-12-08T00:00:00Z,WORKING TAX CREDIT,22.42,GBP,CREDIT,CREDIT,,,497.02,GBP,,BGC,,
8cbc91fa040be30d4c81b554b9df30d0,2021-12-08T00:00:00Z,CREDITREPORTSERVIC,-14.99,GBP,DEBIT,PURCHASE,,,482.03,GBP,,DEB,,
d0ab56c48b28ba39b2b312ea4aa12dfb,2021-12-08T00:00:00Z,REGENDA REDWING RE,-100.0,GBP,DEBIT,PURCHASE,,,382.03,GBP,,DEB,,
28d162060fdb51b632f9b7df52fc2294,2021-12-08T00:00:00Z,BROADWAY GAMING LT CD 0315,-10.0,GBP,DEBIT,PURCHASE,,,372.03,GBP,,DEB,,
89c809609cde0a3c4dc88fd0f675f2b9,2021-12-08T00:00:00Z,SAVE THE CHANGE,-0.69,GBP,DEBIT,BILL_PAYMENT,,,371.34,GBP,,BP,,
928a3e58ca39fb83021f5540feaa9981,2021-12-08T00:00:00Z,SAVE THE CHANGE,-1.04,GBP,DEBIT,BILL_PAYMENT,,,370.3,GBP,,BP,,
c8f26ad0c9ba333a1495c3bddd23efa8,2021-12-08T00:00:00Z,BOOKER LIMITED BLA,-24.31,GBP,DEBIT,PURCHASE,,,345.99,GBP,,DEB,,
0c53ca782b0af57a601563fcb1b6f9f9,2021-12-07T00:00:00Z,EE & T-MOBILE,-82.37,GBP,DEBIT,PURCHASE,,,263.62,GBP,,DEB,,
b6cee52e553e264c9518769598ec67b2,2021-12-07T00:00:00Z,SAVE THE CHANGE,-1.15,GBP,DEBIT,BILL_PAYMENT,,,262.47,GBP,,BP,,
ced22101d2b590ddd9f59f229176baaa,2021-12-07T00:00:00Z,MS JANE DOE,-70.0,GBP,DEBIT,TRANSFER,,,192.47,GBP,,TFR,,
3bf243288d6135721d567c165a40875b,2021-12-07T00:00:00Z,18db38 Betropolis LTD LC Betropolis,-10.0,GBP,DEBIT,PURCHASE,,,45.1,GBP,,DEB,,
f754195e36b73c331c9cb7321512ddde,2021-12-06T00:00:00Z,TESCO MOBILE LTD,-28.25,GBP,DEBIT,PURCHASE,,,164.22,GBP,,DEB,,
b7396756b144b97bed31eab5457f851d,2021-12-06T00:00:00Z,WORKING TAX CREDIT,22.42,GBP,CREDIT,CREDIT,,,186.64,GBP,,BGC,,
2cfb54d22d1a7a8ec18f6164f996eb0a,2021-12-06T00:00:00Z,W M MORRISONS PLC,-12.89,GBP,DEBIT,PURCHASE,,,173.75,GBP,,DEB,,
1ba3cc4edda277832eb00face15de31b,2021-12-06T00:00:00Z,TESCO MOBILE LTD,-50.0,GBP,DEBIT,PURCHASE,,,123.75,GBP,,DEB,,
adca9799ccd953fe94fb027f99b693a7,2021-12-06T00:00:00Z,HOME BARGAINS FLEE,-9.71,GBP,DEBIT,PURCHASE,,,114.04,GBP,,DEB,,
34b9c1248591664d758f394a1dc5613d,2021-12-06T00:00:00Z,CHILD TAX CREDIT,346.35,GBP,CREDIT,CREDIT,,,460.39,GBP,,BGC,,
1c4d8e41b8c411ecd94aa0737ca4cee2,2021-12-06T00:00:00Z,MR JOHN SMITH,137.6,GBP,CREDIT,CREDIT,,,597.99,GBP,,BGC,,
6d3d9c9c4fc9b6d15a646b35091e3be5,2021-12-06T00:00:00Z,MS JANE DOE,61.89,GBP,CREDIT,TRANSFER,,,659.88,GBP,,TFR,,
8603a441f4f16d54a57e814863140110,2021-12-06T00:00:00Z,SAVE THE CHANGE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,659.87,GBP,,BP,,
cf70f75c5305bc9d779c217f93443aac,2021-12-06T00:00:00Z,AMAZON PRIME,-5.0,GBP,DEBIT,PURCHASE,,,654.87,GBP,,DEB,,
db40bac7135754abd9b59505504da7b7,2021-12-05T00:00:00Z,LNK ATM WITHDRAWAL,-60.0,GBP,DEBIT,ATM,,,594.87,GBP,,CPT,,
a3562b65e160adbf11187d0266d7ad28,2021-12-05T00:00:00Z,SAVE THE CHANGE,-1.89,GBP,DEBIT,BILL_PAYMENT,,,592.98,GBP,,BP,,
a963d82c30fed20f5bca5e41171f38c4,2021-12-05T00:00:00Z,THE INSURANCE EMPO,-5.79,GBP,DEBIT,DIRECT_DEBIT,,,587.19,GBP,,DD,,
85a63dd4c987e03bc299f1b9dec6f596,2021-12-05T00:00:00Z,AMAZON PRIME,-7.99,GBP,DEBIT,PURCHASE,,,579.2,GBP,,DEB,,
e2824c1097d55bd8667ff92440ef87a6,2021-12-05T00:00:00Z,VANQUIS BANK,-23.15,GBP,DEBIT,PURCHASE,,,556.05,GBP,,DEB,,
72f981e5e6da37ef4b2df275fda0a576,2021-12-05T00:00:00Z,AA INSURANCE,-12.73,GBP,DEBIT,DIRECT_DEBIT,,,543.32,GBP,,DD,,
d21fa31bf5f80c88517eeec2125d8e21,2021-12-05T00:00:00Z,WWW.TAILS.COM,-6.37,GBP,DEBIT,PURCHASE,,,536.95,GBP,,DEB,,
18ad8537d26c93d10f7617a17adbc00b,2021-12-05T00:00:00Z,ANNATAR,-20.0,GBP,DEBIT,PURCHASE,,,516.95,GBP,,DEB,,
93ce498998701f55d617c8bcd2672c8f,2021-12-04T00:00:00Z,ANNATAR LIMITED,10.0,GBP,CREDIT,PURCHASE,,,526.95,GBP,,DEB,,
4e6e177312bfcaeb680eef79752199d6,2021-12-04T00:00:00Z,ANYVAN LTD,70.0,GBP,CREDIT,CREDIT,,,596.95,GBP,,FPI,,
1b2d3bf0afa0f4a593539a7b58bee764,2021-12-04T00:00:00Z,ANYVAN LTD,59.17,GBP,CREDIT,CREDIT,,,656.12,GBP,,FPI,,
83166f2d57bfb4bebfb5e60ae8295db2,2021-12-04T00:00:00Z,LNK ATM LONDON,-20.0,GBP,DEBIT,ATM,,,636.12,GBP,,CPT,,
20e77f5685144737a1a28172eaf2f827,2021-12-04T00:00:00Z,LAPTOP DIRECT LTD.,-5.0,GBP,DEBIT,PURCHASE,,,631.12,GBP,,DEB,,
8106e1fe7d725e9c2124f5ea266e461e,2021-12-04T00:00:00Z,ANIMAL FRIENDS LTD,-3.07,GBP,DEBIT,DIRECT_DEBIT,,,628.05,GBP,,DD,,
7d14f7831b10463c3986b6eae2422aa7,2021-12-04T00:00:00Z,LNK ATM WITHDRAWAL,-100.0,GBP,DEBIT,ATM,,,528.05,GBP,,CPT,,
2b6d253a84d9afa03cb00e5de3d462ef,2021-12-04T00:00:00Z,MR JOHN SMITH,100.0,GBP,CREDIT,TRANSFER,,,628.05,GBP,,TFR,,
caf79e2ad5f89b23bc38b4d4a41de9f7,2021-12-04T00:00:00Z,INTUIT LIMITED,-3.59,GBP,DEBIT,DIRECT_DEBIT,,,624.46,GBP,,DD,,
09baeaf3706c3c13ae82efdd9349abdd,2021-12-04T00:00:00Z,PAYPAL EBAY,25.0,GBP,CREDIT,PURCHASE,,,649.46,GBP,,DEB,,
58b4917bd338c591312fc720db028295,2021-12-04T00:00:00Z,RENT,-130.0,GBP,DEBIT,BILL_PAYMENT,,,519.46,GBP,,BP,,
6ed67434f346dba9d3a921e2561179cc,2021-12-03T00:00:00Z,MS JANE DOE,0.89,GBP,CREDIT,TRANSFER,,,520.35,GBP,,TFR,,
5e8c0d05424a2b861ae5f946012d36ab,2021-12-03T00:00:00Z,SAVE THE CHANGE,-0.41,GBP,DEBIT,BILL_PAYMENT,,,519.94,GBP,,BP,,
68d5772c2dc4d83ecb28675b693a7c98,2021-12-03T00:00:00Z,MS JANE DOE,130.0,GBP,CREDIT,TRANSFER,,,649.94,GBP,,TFR,,
fc44a5b8b095bc5270c5d71f78065b76,2021-12-03T00:00:00Z,MR JOHN SMITH,7.0,GBP,CREDIT,TRANSFER,,,656.94,GBP,,TFR,,
929ef3a8c2e83088a6880345d426dfac,2021-12-03T00:00:00Z,AA MEMBERSHIP,-23.11,GBP,DEBIT,DIRECT_DEBIT,,,633.83,GBP,,DD,,
c734496201a0c4498645c2258b5990da,2021-12-03T00:00:00Z,VIRGIN GAMES,35.49,GBP,CREDIT,PURCHASE,,,669.32,GBP,,DEB,,
954f7f058e78534c82d4892d2940365d,2021-12-03T00:00:00Z,SAVE THE CHANGE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,669.31,GBP,,BP,,
cd2da5600a7dbae5be3288128602f577,2021-12-03T00:00:00Z,GOOGLE PLAY STORE,-2.99,GBP,DEBIT,PURCHASE,,,666.32,GBP,,DEB,,
a37a5b7ef26e46739b5a0e88d7fef78e,2021-12-03T00:00:00Z,TESCO EXTRA,-30.0,GBP,DEBIT,PURCHASE,,,636.32,GBP,,DEB,,
865f4680ca7b76a5d80fa36c53be75d0,2021-12-03T00:00:00Z,RETURNED DIRECT DEBIT,40.0,GBP,CREDIT,CREDIT,,,676.32,GBP,,DEP,,
6e7478dd2f87911b5a3d110fab62f09f,2021-12-03T00:00:00Z,LNK ATM LONDON,-40.0,GBP,DEBIT,ATM,,,636.32,GBP,,CPT,,
a7607cad425078f972df5358f1263870,2021-12-03T00:00:00Z,WWW.ASDA.COM,-5.0,GBP,DEBIT,PURCHASE,,,631.32,GBP,,DEB,,
15369d3ec9373c374899aa00371d3b42,2021-12-02T00:00:00Z,MR JOHN SMITH,30.0,GBP,CREDIT,TRANSFER,,,661.32,GBP,,TFR,,
38ffd2a4d96f6efcb0ab9f5d748250e4,2021-12-02T00:00:00Z,LNK ATM LONDON,-30.0,GBP,DEBIT,ATM,,,631.32,GBP,,CPT,,
a0768f2e79ba4b36ca724cc574789224,2021-12-02T00:00:00Z,MR JOHN SMITH,10.0,GBP,CREDIT,TRANSFER,,,641.32,GBP,,TFR,,
055ba13f6a671aa8054a1fc1185fa0b8,2021-12-02T00:00:00Z,SAVE THE CHANGE,-0.59,GBP,DEBIT,BILL_PAYMENT,,,640.73,GBP,,BP,,
0f7f3484aaf612248125b327cb82b1a3,2021-12-01T00:00:00Z,TALKTALK TELECOM,-46.82,GBP,DEBIT,PURCHASE,,,593.91,GBP,,DEB,,
e4d0e2055e668786cac166e03db9e0f2,2021-12-01T00:00:00Z,ACCOUNT OVERDRAFT FEE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,593.9,GBP,,BP,,
90063c4ab218d357954062bb30bcd02f,2021-12-01T00:00:00Z,MR JOHN SMITH,-227.0,GBP,DEBIT,TRANSFER,,,366.9,GBP,,TFR,,
32ebb1f402ffd1711a656ca5127c3ce2,2021-12-01T00:00:00Z,TESCO,-39.99,GBP,DEBIT,PURCHASE,,,326.91,GBP,,DEB,,
f5d67221df1c43b4dd205be16d610e4e,2021-12-01T00:00:00Z,REVOLUT,-0.01,GBP,DEBIT,PURCHASE,,,326.9,GBP,,DEB,,
5d603424962f7fb139bf32148a71ff7d,2021-12-01T00:00:00Z,CENTRA,-0.01,GBP,DEBIT,PURCHASE,,,326.89,GBP,,DEB,,
2b95be9328d77aaf9558d2a5a8ee9eb5,2021-12-01T00:00:00Z,DUNNES STORES,-0.01,GBP,DEBIT,PURCHASE,,,326.88,GBP,,DEB,,
18d8fea1de14530e53bac407dafb5f4a,2021-12-01T00:00:00Z,SPAR,-0.01,GBP,DEBIT,PURCHASE,,,326.87,GBP,,DEB,,
1b91c30b88b96067cd976b918e65128c,2021-12-01T00:00:00Z,SPAR,-0.01,GBP,DEBIT,PURCHASE,,,326.86,GBP,,DEB,,
0557aff232706daf036ec319630b39fa,2021-12-01T00:00:00Z,SUPERVALUE,-0.01,GBP,DEBIT,PURCHASE,,,326.85,GBP,,DEB,,
8a833fab8d6145243da739139282fc5a,2021-12-01T00:00:00Z,LIDL,-0.01,GBP,DEBIT,PURCHASE,,,326.84,GBP,,DEB,,
054991ce7466b6bce2655f7cb3f5ec5f,2021-12-01T00:00:00Z,APLLEGREEN,-0.01,GBP,DEBIT,PURCHASE,,,326.83,GBP,,DEB,,
0ab8b6527dd4d1aa37c54d0b090575fb,2021-12-01T00:00:00Z,MCDONALD'S,-0.01,GBP,DEBIT,PURCHASE,,,326.82,GBP,,DEB,,
4b3a769fd1859b3b1f60c05912d0152a,2021-12-01T00:00:00Z,HARVEY NORMAN,-0.01,GBP,DEBIT,PURCHASE,,,326.81,GBP,,DEB,,
91018f684161a7c8c1e57cfdb730ed00,2021-12-01T00:00:00Z,ULSTER BANK,-0.01,GBP,DEBIT,PURCHASE,,,326.8,GBP,,DEB,,
e412d27853f98d3598cb49edfe3224e7,2021-12-01T00:00:00Z,CIRCLE K,-0.01,GBP,DEBIT,PURCHASE,,,326.79,GBP,,DEB,,
b8c927f235298a7097dc1639f2613e71,2021-12-01T00:00:00Z,BET365,-0.01,GBP,DEBIT,PURCHASE,,,326.78,GBP,,DEB,,
cfbdf6c8310a252d738eabb578330005,2021-12-01T00:00:00Z,ACCOUNT OVERDRAFT FEE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,326.77,GBP,,BP,,
a36eec9acc3a32704ef5f27b3253a82a,2021-12-01T00:00:00Z,Sainsbury's,-23.99,GBP,DEBIT,PURCHASE,,,302.78,GBP,,DEB,,
db71bdfbcb08f5650eb492d30e2e36d1,2021-12-01T00:00:00Z,MR JOHN SMITH,-20.91,GBP,DEBIT,TRANSFER,,,282.78,GBP,,TFR,,
47e7c624e1e152705412f241ec1fec17,2021-12-01T00:00:00Z,NUDE FINANCE,-10.0,GBP,DEBIT,PURCHASE,,,272.78,GBP,,DEB,,
f7e9a21230e5f1ed20a84e43be48cc74,2021-12-01T00:00:00Z,E.ON NEXT,-10.0,GBP,DEBIT,PURCHASE,,,262.78,GBP,,DEB,,
40bf141ee9d490797e08da3c03e821e4,2021-12-01T00:00:00Z,L&G INSURANCE,-10.0,GBP,DEBIT,PURCHASE,,,252.78,GBP,,DEB,,
b49e28ca6ee90450b73b6b0e567ef006,2021-12-01T00:00:00Z,HALIFAX,-10.0,GBP,DEBIT,PURCHASE,,,242.78,GBP,,DEB,,
972f4715c54a3012abb1940644bddb13,2021-12-01T00:00:00Z,OVO ENERGY,-10.0,GBP,DEBIT,PURCHASE,,,232.78,GBP,,DEB,,
aa98bbadb17532afc70a400c6675d808,2021-11-28T00:00:00Z,TSB CLEVELEYS,420.0,GBP,CREDIT,CASH,,,-640.42,GBP,,CSH,,
de5ce0b027b739cbbc2fa2c8ca16383a,2021-11-28T00:00:00Z,AMAZON INT'L,-36.59,GBP,DEBIT,PURCHASE,,,-677.01,GBP,,DEB,,
45ee5f7f4d3c6c51cceb70affc59ad2d,2021-11-28T00:00:00Z,RETURNED DD,40.0,GBP,CREDIT,CREDIT,,,-637.01,GBP,,DEP,,
b0efdf91cb919cd81d188d2ede20b108,2021-11-28T00:00:00Z,MR JOHN SMITH,-32.72,GBP,DEBIT,TRANSFER,,,-669.73,GBP,,TFR,,
3a40034a68245b34c5113a6f724e011c,2021-11-28T00:00:00Z,WORKING TAX CREDIT,22.42,GBP,CREDIT,CREDIT,,,-647.31,GBP,,BGC,,
032980041e5f1fd33215771ce4173fa5,2021-11-27T00:00:00Z,MS JANE DOE,-7.93,GBP,DEBIT,TRANSFER,,,-655.24,GBP,,TFR,,
fd7c8f9359b4a39b72b2c818fc924559,2021-11-27T00:00:00Z,CIRCLE UK TRADING REFUND,50.59,GBP,CREDIT,CREDIT,,,-604.65,GBP,,DEP,,
e81941be2435b1f3156f3b78b725072e,2021-11-27T00:00:00Z,MS JANE DOE,15.86,GBP,CREDIT,TRANSFER,,,-588.79,GBP,,TFR,,
