transaction_id,timestamp,description,amount,currency,transaction_type,transaction_category,transaction_classification,merchant_name,running_balance_amount,running_balance_currency,meta_bank_transaction_id,meta_provider_category,meta_counterpart_sort_code,meta_counterpart_account_number
49eb356e5f0b16e8501bda8c5b79dbf7,2021-12-25T00:00:00Z,AMAZON PLC,-36.59,GBP,DEBIT,PURCHASE,,,-645.02,GBP,,DEB,,
d67ff07f41eeeafd4a6e9819de5442f4,2021-12-25T00:00:00Z,SAVE THE CHANGE,-0.5,GBP,DEBIT,BILL_PAYMENT,,,-645.52,GBP,,BP,,
df053a6702941a9c55cd7f282ad42e07,2021-12-25T00:00:00Z,WWW.BINGO.COM,-10.5,GBP,DEBIT,PURCHASE,,,-656.02,GBP,,DEB,,
2a5989df8ddcf258bdcf6416f701818c,2021-12-23T00:00:00Z,MORSES CLUB LTD,-30.0,GBP,DEBIT,PURCHASE,,,-626.02,GBP,,DEB,,
4eb2ef78fb60f1253dda2854621046b0,2021-12-23T00:00:00Z,ANYVAN LTD,32.5,GBP,CREDIT,CREDIT,,,-593.52,GBP,,FPI,,
5bf244719a82219e5e3c51f5fbc91dd8,2021-12-23T00:00:00Z,LNK ATM WITHDRAWAL,-100.0,GBP,DEBIT,ATM,,,-693.52,GBP,,CPT,,
cbd2663a23d643fc97aa4e33359f56db,2021-12-23T00:00:00Z,SAVE THE CHANGE,-1.57,GBP,DEBIT,BILL_PAYMENT,,,-695.09,GBP,,BP,,
a1da8e839f8eb18256fd29ece14dd5ca,2021-12-23T00:00:00Z,WWW.METROBANK.COM,-20.0,GBP,DEBIT,PURCHASE,,,-715.09,GBP,,DEB,,
d1d63438b0d3c4070bcf0da4857a50b5,2021-12-22T00:00:00Z,AMAZON INT'L,-5.0,GBP,DEBIT,PURCHASE,,,-720.09,GBP,,DEB,,
ba7d2f664a132200b7d3f979f5275545,2021-12-22T00:00:00Z,SAVE THE CHANGE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,-720.1,GBP,,BP,,
9d7b6117d2d4fe15cb13d59eb3970f89,2021-12-22T00:00:00Z,TESCO MOBILE LTD,-39.25,GBP,DEBIT,PURCHASE,,,-759.35,GBP,,DEB,,
f1ec594cea1d2f52e5ffb3a3364bf0c6,2021-12-22T00:00:00Z,PAYPAL WWW.EBAY.COM,-36.59,GBP,DEBIT,PURCHASE,,,-795.94,GBP,,DEB,,
737e25610c190d4f2c33e10517afa9b4,2021-12-22T00:00:00Z,OAKAM LIMITED,-36.59,GBP,DEBIT,PURCHASE,,,-832.53,GBP,,DEB,,
d2a1af6355fcbb9b41678f2b53bf1a28,2021-12-20T00:00:00Z,REGENDA REDWING,-150.0,GBP,DEBIT,PURCHASE,,,-982.53,GBP,,DEB,,
3941ba78a66b907d47219458ec42b42a,2021-12-20T00:00:00Z,WORKING TAX CREDIT,22.42,GBP,CREDIT,CREDIT,,,-960.11,GBP,,BGC,,
b969ae7ae73edc7e9e1df71ea8ce41d9,2021-12-20T00:00:00Z,PARKRETAIL.CO.UK,-550.0,GBP,DEBIT,PURCHASE,,,-1510.11,GBP,,DEB,,
8b7be79065fd5ea8fc3d9960d8c85c50,2021-12-20T00:00:00Z,CHILD TAX CREDIT,345.13,GBP,CREDIT,CREDIT,,,-1164.98,GBP,,BGC,,
15b1d69bb2551b16cd5d90ec70a87a99,2021-12-19T00:00:00Z,AMAZON PRIME,-7.99,GBP,DEBIT,PURCHASE,,,-1172.97,GBP,,DEB,,
982ad6460b4850ea80cd2cda2a6bb777,2021-12-19T00:00:00Z,CLEVELEYS.COM,1450.42,GBP,CREDIT,CREDIT,,,277.45,GBP,,DEP,,
472dcd596edc717fa8ea7e1229b00f01,2021-12-18T00:00:00Z,CIRCLE UK TRADING,82.21,GBP,CREDIT,CREDIT,,,359.66,GBP,,FPI,,
8920226f8e12cc00f962a43e8bb56de0,2021-12-17T00:00:00Z,MR JOHN SMITH,137.6,GBP,CREDIT,CREDIT,,,497.26,GBP,,BGC,,
b9c57a05de268793339d2e0214f73824,2021-12-17T00:00:00Z,AA INSURANCE,-12.73,GBP,DEBIT,DIRECT_DEBIT,,,484.53,GBP,,DD,,
142be0e272fee89895ba47962a126652,2021-12-17T00:00:00Z,AXA WEALTH LTD,-40.0,GBP,DEBIT,DIRECT_DEBIT,,,444.53,GBP,,DD,,
aa27a2f6adbbb528714e47be28c31111,2021-12-17T00:00:00Z,MORRISONS PETROL,-20.0,GBP,DEBIT,PURCHASE,,,424.53,GBP,,DEB,,
5c7369fab507aa7aceda93ac8d1b7169,2021-12-17T00:00:00Z,SAVE THE CHANGE,-0.63,GBP,DEBIT,BILL_PAYMENT,,,423.9,GBP,,BP,,
e1384b159adeada55ab295388c812c9a,2021-12-17T00:00:00Z,TAILSCOM,-6.37,GBP,DEBIT,PURCHASE,,,417.53,GBP,,DEB,,
92e4f55c2dcb580c468469388ac1f7ba,2021-12-15T00:00:00Z,ASDA STOES LTD,-32.0,GBP,DEBIT,PURCHASE,,,385.53,GBP,,DEB,,
3bed707e147aeefd1a228ecaa12fedd1,2021-12-15T00:00:00Z,SAVE THE CHANGE,-0.55,GBP,DEBIT,BILL_PAYMENT,,,384.98,GBP,,BP,,
d94d08245dfc3c2c12b9d020088adf56,2021-12-15T00:00:00Z,AMAZON BLACK FRIDAY,-15.45,GBP,DEBIT,PURCHASE,,,369.53,GBP,,DEB,,
ba49c0a57fae832ccdb72273f05b88be,2021-12-15T00:00:00Z,SAVE THE CHANGE,-0.5,GBP,DEBIT,BILL_PAYMENT,,,369.03,GBP,,BP,,
1e8f521ad88d50b3d131f723852e6c85,2021-12-15T00:00:00Z,TESCO EXTRA,-3.59,GBP,DEBIT,PURCHASE,,,365.44,GBP,,DEB,,
66dd46dd81c2738c019a6d109688eea7,2021-12-15T00:00:00Z,PAYPAL EBAY,-10.0,GBP,DEBIT,PURCHASE,,,355.44,GBP,,DEB,,
4dbf8a1d12cd3f853abf851c278da382,2021-12-14T00:00:00Z,PAYPAL BETFRED,-2.0,GBP,DEBIT,PURCHASE,,,353.44,GBP,,DEB,,
6056e05e5c298b76f86983ba2ad7a71d,2021-12-14T00:00:00Z,MT SECURETRADE LIM,-20.5,GBP,DEBIT,PURCHASE,,,332.94,GBP,,DEB,,
48789e3836a0c0293d92b8dc6e60d2b0,2021-12-14T00:00:00Z,MT SECURETRADE LIM,43.5,GBP,CREDIT,PURCHASE,,,376.44,GBP,,DEB,,
8577121a4325c930f6d31324cc097f36,2021-12-12T00:00:00Z,SAVE THE CHANGE,-0.41,GBP,DEBIT,BILL_PAYMENT,,,376.03,GBP,,BP,,
30ff4c42a79a446fefdf43443aa0d233,2021-12-12T00:00:00Z,AA MEMBERSHIP,-23.11,GBP,DEBIT,DIRECT_DEBIT,,,352.92,GBP,,DD,,
8d31bea3e70a632f5d523bd7a4444364,2021-12-11T00:00:00Z,CIRCLE UK TRADING,50.0,GBP,CREDIT,CREDIT,,,402.92,GBP,,FPI,,
ebc07473cd0eae2492e90e46fcb46ccd,2021-12-11T00:00:00Z,MS JANE DOE,50.0,GBP,CREDIT,TRANSFER,,,452.92,GBP,,TFR,,
7fb833f37b64aa637e419b5082a6c8f2,2021-12-11T00:00:00Z,WORKING TAX CREDIT,22.42,GBP,CREDIT,CREDIT,,,475.34,GBP,,BGC,,
e9a04a624cedc07d87e45a670ee23470,2021-12-11T00:00:00Z,BUTLINS HOLIDAYS,-17.0,GBP,DEBIT,PURCHASE,,,458.34,GBP,,DEB,,
58bedd7d3436a330784f4ae75558ed0d,2021-12-10T00:00:00Z,AXA WEALTH LTD,-40.0,GBP,DEBIT,DIRECT_DEBIT,,,418.34,GBP,,DD,,
f5e00b79619d2876ba0d70556d740615,2021-12-10T00:00:00Z,ASDA STORES LTD,-5.0,GBP,DEBIT,PURCHASE,,,413.34,GBP,,DEB,,
e0aa76efb19f802ece51f52394756935,2021-12-10T00:00:00Z,RETURNED DD,40.0,GBP,CREDIT,CREDIT,,,453.34,GBP,,DEP,,
e0d35c5f64b7e636711505391e11ff6c,2021-12-10T00:00:00Z,CIRCLE UK TRADING,50.36,GBP,CREDIT,CREDIT,,,503.7,GBP,,FPI,,
7ec7a592a89502e0d5f236a5a8523ba2,2021-12-10T00:00:00Z,OUTGOING DD,-30.0,GBP,DEBIT,DIRECT_DEBIT,,,473.7,GBP,,DD,,
cd34666b8cec40e42c05eadae63f5782,2021-12-10T00:00:00Z,EDF ENERGY,-24.5,GBP,DEBIT,BILL_PAYMENT,,,449.2,GBP,,BP,,
4766360f681ec079c11687f8e5b9a8eb,2021-12-09T00:00:00Z,DVLA LICENCE,-23.62,GBP,DEBIT,DIRECT_DEBIT,,,425.58,GBP,,DD,,
0669c3595ed2c877bc16dfc2c93bd144,2021-12-09T00:00:00Z,DVLA TAX,-20.56,GBP,DEBIT,DIRECT_DEBIT,,,405.02,GBP,,DD,,
1e062153f4e4ef28768aae11aa257e34,2021-12-09T00:00:00Z,SAVE THE CHANGE,-0.41,GBP,DEBIT,BILL_PAYMENT,,,404.61,GBP,,BP,,
72bee23256db3a6f46bd529c52ef0653,2021-12-09T00:00:00Z,MS JANE DOE,70.0,GBP,CREDIT,TRANSFER,,,474.61,GBP,,TFR,,
c0e60f7a265efc628d390031f74c544d,2021-12-08T00:00:00Z,SAVE THE CHANGE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,474.6,GBP,,BP,,
cff369fc3c37d5f77d780f632c260260,2021-12-08T00:00:00Z,WORKING TAX CREDIT,22.42,GBP,CREDIT,CREDIT,,,497.02,GBP,,BGC,,
8ccdd61f93985098e6e3a204200409f6,2021-12-08T00:00:00Z,CREDITREPORTSERVIC,-14.99,GBP,DEBIT,PURCHASE,,,482.03,GBP,,DEB,,
69b8efb1103c4bddfb42c07143fc9471,2021-12-08T00:00:00Z,REGENDA REDWING RE,-100.0,GBP,DEBIT,PURCHASE,,,382.03,GBP,,DEB,,
e2d4c5191eb29f792cb893985ee19ecb,2021-12-08T00:00:00Z,BROADWAY GAMING LT CD 0315,-10.0,GBP,DEBIT,PURCHASE,,,372.03,GBP,,DEB,,
e755b5fcd6622d15ccf13f3e9506c30e,2021-12-08T00:00:00Z,SAVE THE CHANGE,-0.69,GBP,DEBIT,BILL_PAYMENT,,,371.34,GBP,,BP,,
13822b2a80857a4edd56d2eb73c20073,2021-12-08T00:00:00Z,SAVE THE CHANGE,-1.04,GBP,DEBIT,BILL_PAYMENT,,,370.3,GBP,,BP,,
0ea6b3c3a9fa823e85388780df89f2b2,2021-12-08T00:00:00Z,BOOKER LIMITED BLA,-24.31,GBP,DEBIT,PURCHASE,,,345.99,GBP,,DEB,,
2245b8d74a9cd3aad48cc785d8601110,2021-12-07T00:00:00Z,EE & T-MOBILE,-82.37,GBP,DEBIT,PURCHASE,,,263.62,GBP,,DEB,,
63193627939c08fa6033bfd23fa11150,2021-12-07T00:00:00Z,SAVE THE CHANGE,-1.15,GBP,DEBIT,BILL_PAYMENT,,,262.47,GBP,,BP,,
1427cfa0d86abbdca18e355657b75c5a,2021-12-07T00:00:00Z,MS JANE DOE,-70.0,GBP,DEBIT,TRANSFER,,,192.47,GBP,,TFR,,
70f466b8e9606f36cffa60504e0246bd,2021-12-07T00:00:00Z,18db38 Betropolis LTD LC Betropolis,-10.0,GBP,DEBIT,PURCHASE,,,45.1,GBP,,DEB,,
81f5f10a6231e6fb234a93f358caeb3c,2021-12-06T00:00:00Z,TESCO MOBILE LTD,-28.25,GBP,DEBIT,PURCHASE,,,164.22,GBP,,DEB,,
3224ba7c7a9c321ecd2e87f1b0c3ae7d,2021-12-06T00:00:00Z,WORKING TAX CREDIT,22.42,GBP,CREDIT,CREDIT,,,186.64,GBP,,BGC,,
593e5389906a90dd8e0a46fd1126955f,2021-12-06T00:00:00Z,W M MORRISONS PLC,-12.89,GBP,DEBIT,PURCHASE,,,173.75,GBP,,DEB,,
f90670ba113ff01be4fa1b8ea911072b,2021-12-06T00:00:00Z,TESCO MOBILE LTD,-50.0,GBP,DEBIT,PURCHASE,,,123.75,GBP,,DEB,,
a23fffe236454e2846d2495e300c888d,2021-12-06T00:00:00Z,HOME BARGAINS FLEE,-9.71,GBP,DEBIT,PURCHASE,,,114.04,GBP,,DEB,,
2552f808fb50ad44ac146775319f0c13,2021-12-06T00:00:00Z,CHILD TAX CREDIT,346.35,GBP,CREDIT,CREDIT,,,460.39,GBP,,BGC,,
a98eb2ae4aa66b1c7fda30404e02d18c,2021-12-06T00:00:00Z,MR JOHN SMITH,137.6,GBP,CREDIT,CREDIT,,,597.99,GBP,,BGC,,
6f18af2ec9cd23ff832e2f319e454581,2021-12-06T00:00:00Z,MS JANE DOE,61.89,GBP,CREDIT,TRANSFER,,,659.88,GBP,,TFR,,
59dc5105ceda079bc8ee40ca12ba6863,2021-12-06T00:00:00Z,SAVE THE CHANGE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,659.87,GBP,,BP,,
829abb3c008975c58a740efe5383af29,2021-12-06T00:00:00Z,AMAZON PRIME,-5.0,GBP,DEBIT,PURCHASE,,,654.87,GBP,,DEB,,
d74b173c8f87b3cf8759a9e6d476cb94,2021-12-05T00:00:00Z,LNK ATM WITHDRAWAL,-60.0,GBP,DEBIT,ATM,,,594.87,GBP,,CPT,,
21429c01a850f3578a922b5bb6250b35,2021-12-05T00:00:00Z,SAVE THE CHANGE,-1.89,GBP,DEBIT,BILL_PAYMENT,,,592.98,GBP,,BP,,
6f074086b9e6298409c14c8b0d320428,2021-12-05T00:00:00Z,THE INSURANCE EMPO,-5.79,GBP,DEBIT,DIRECT_DEBIT,,,587.19,GBP,,DD,,
55b77fbadd6c34885e722016f52a635c,2021-12-05T00:00:00Z,AMAZON PRIME,-7.99,GBP,DEBIT,PURCHASE,,,579.2,GBP,,DEB,,
1c60d7ca60b80ecdf99b5e84571011e1,2021-12-05T00:00:00Z,VANQUIS BANK,-23.15,GBP,DEBIT,PURCHASE,,,556.05,GBP,,DEB,,
2dda7855c8049abed5d1368085248994,2021-12-05T00:00:00Z,AA INSURANCE,-12.73,GBP,DEBIT,DIRECT_DEBIT,,,543.32,GBP,,DD,,
96dd94e222c401c6821c53a9687fe8e8,2021-12-05T00:00:00Z,WWW.TAILS.COM,-6.37,GBP,DEBIT,PURCHASE,,,536.95,GBP,,DEB,,
3d17013579601c2e85574dcfa907e430,2021-12-05T00:00:00Z,ANNATAR,-20.0,GBP,DEBIT,PURCHASE,,,516.95,GBP,,DEB,,
f63c9af34629311c8500346d818c2623,2021-12-04T00:00:00Z,ANNATAR LIMITED,10.0,GBP,CREDIT,PURCHASE,,,526.95,GBP,,DEB,,
9eae843b85a1b62f800d692d9def87d7,2021-12-04T00:00:00Z,ANYVAN LTD,70.0,GBP,CREDIT,CREDIT,,,596.95,GBP,,FPI,,
a414f1e01567de2963b7b86764e42554,2021-12-04T00:00:00Z,ANYVAN LTD,59.17,GBP,CREDIT,CREDIT,,,656.12,GBP,,FPI,,
b1853c0f6c86c01440147df905fe293b,2021-12-04T00:00:00Z,LNK ATM LONDON,-20.0,GBP,DEBIT,ATM,,,636.12,GBP,,CPT,,
8c2d5401005a7f6bba1c3ed80305a0e3,2021-12-04T00:00:00Z,LAPTOP DIRECT LTD.,-5.0,GBP,DEBIT,PURCHASE,,,631.12,GBP,,DEB,,
d3e6bc471d43b0ababad24cdf8bbb096,2021-12-04T00:00:00Z,ANIMAL FRIENDS LTD,-3.07,GBP,DEBIT,DIRECT_DEBIT,,,628.05,GBP,,DD,,
b49adaa5315ace7e55a9bbb3f8cc0138,2021-12-04T00:00:00Z,LNK ATM WITHDRAWAL,-100.0,GBP,DEBIT,ATM,,,528.05,GBP,,CPT,,
10bdad092e4317627e169965f02cab69,2021-12-04T00:00:00Z,MR JOHN SMITH,100.0,GBP,CREDIT,TRANSFER,,,628.05,GBP,,TFR,,
6eb1377a415befeef14e1645229f02c6,2021-12-04T00:00:00Z,INTUIT LIMITED,-3.59,GBP,DEBIT,DIRECT_DEBIT,,,624.46,GBP,,DD,,
676f7f3e2874eec4b4523a94f79adfa6,2021-12-04T00:00:00Z,PAYPAL EBAY,25.0,GBP,CREDIT,PURCHASE,,,649.46,GBP,,DEB,,
892421bb6b05820f24ae31b0fc013921,2021-12-04T00:00:00Z,RENT,-130.0,GBP,DEBIT,BILL_PAYMENT,,,519.46,GBP,,BP,,
d5c95b19c0023c3e1cb85b07d8a37af3,2021-12-03T00:00:00Z,MS JANE DOE,0.89,GBP,CREDIT,TRANSFER,,,520.35,GBP,,TFR,,
53fe5cf12281a973e1101c8674cfd6dd,2021-12-03T00:00:00Z,SAVE THE CHANGE,-0.41,GBP,DEBIT,BILL_PAYMENT,,,519.94,GBP,,BP,,
f7cd173d3f53cb665fe119f1d9724fef,2021-12-03T00:00:00Z,MS JANE DOE,130.0,GBP,CREDIT,TRANSFER,,,649.94,GBP,,TFR,,
a46a89416cf0f4476c81fee361a49d7f,2021-12-03T00:00:00Z,MR JOHN SMITH,7.0,GBP,CREDIT,TRANSFER,,,656.94,GBP,,TFR,,
a387f0589c8959770119f46491811c24,2021-12-03T00:00:00Z,AA MEMBERSHIP,-23.11,GBP,DEBIT,DIRECT_DEBIT,,,633.83,GBP,,DD,,
26c2b9b66109c5da2e5268149ac0e842,2021-12-03T00:00:00Z,VIRGIN GAMES,35.49,GBP,CREDIT,PURCHASE,,,669.32,GBP,,DEB,,
3c0e6de1d13ff672965015b63e6e4b9f,2021-12-03T00:00:00Z,SAVE THE CHANGE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,669.31,GBP,,BP,,
2f2dbe783e328e4f90c2edff908033ef,2021-12-03T00:00:00Z,GOOGLE PLAY STORE,-2.99,GBP,DEBIT,PURCHASE,,,666.32,GBP,,DEB,,
0dc3bbeb8f4a320fac4da0fdc814d39a,2021-12-03T00:00:00Z,TESCO EXTRA,-30.0,GBP,DEBIT,PURCHASE,,,636.32,GBP,,DEB,,
eb4fc5c357f9e5d5b3948c3af95ca69a,2021-12-03T00:00:00Z,RETURNED DIRECT DEBIT,40.0,GBP,CREDIT,CREDIT,,,676.32,GBP,,DEP,,
110306ea71dfdd1b3af80183ed7e3838,2021-12-03T00:00:00Z,LNK ATM LONDON,-40.0,GBP,DEBIT,ATM,,,636.32,GBP,,CPT,,
59a77af6f3c6957578cb2e811ea6a8b4,2021-12-03T00:00:00Z,WWW.ASDA.COM,-5.0,GBP,DEBIT,PURCHASE,,,631.32,GBP,,DEB,,
7a2de648b3e43644ac64ee5d85c7be4a,2021-12-02T00:00:00Z,MR JOHN SMITH,30.0,GBP,CREDIT,TRANSFER,,,661.32,GBP,,TFR,,
5787db01d9326cc3f2322c4167630a8c,2021-12-02T00:00:00Z,LNK ATM LONDON,-30.0,GBP,DEBIT,ATM,,,631.32,GBP,,CPT,,
1d25107d951459ac22b08d6f98aae282,2021-12-02T00:00:00Z,MR JOHN SMITH,10.0,GBP,CREDIT,TRANSFER,,,641.32,GBP,,TFR,,
e5fdcf28002c1740a649fad9060fa7d0,2021-12-02T00:00:00Z,SAVE THE CHANGE,-0.59,GBP,DEBIT,BILL_PAYMENT,,,640.73,GBP,,BP,,
a58412fcdbba037d03f8a60d35acc763,2021-12-01T00:00:00Z,TALKTALK TELECOM,-46.82,GBP,DEBIT,PURCHASE,,,593.91,GBP,,DEB,,
8e0b8111a6103438f323315ecfcba16d,2021-12-01T00:00:00Z,ACCOUNT OVERDRAFT FEE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,593.9,GBP,,BP,,
5c340debdf054ef6ae76cfa01d6f4421,2021-12-01T00:00:00Z,MR JOHN SMITH,-227.0,GBP,DEBIT,TRANSFER,,,366.9,GBP,,TFR,,
f201a0e265bc1e4538e06c8ab136f4bc,2021-12-01T00:00:00Z,TESCO,-39.99,GBP,DEBIT,PURCHASE,,,326.91,GBP,,DEB,,
d5240072243211e36a5d6f2b39f4c225,2021-12-01T00:00:00Z,REVOLUT,-0.01,GBP,DEBIT,PURCHASE,,,326.9,GBP,,DEB,,
b6fb932fc823df06eb4603210fff164f,2021-12-01T00:00:00Z,CENTRA,-0.01,GBP,DEBIT,PURCHASE,,,326.89,GBP,,DEB,,
768f2f7c4e11a8ebbccc6daae5742c08,2021-12-01T00:00:00Z,DUNNES STORES,-0.01,GBP,DEBIT,PURCHASE,,,326.88,GBP,,DEB,,
7c3745c9ca2bc9e541887c79b4ded0b0,2021-12-01T00:00:00Z,SPAR,-0.01,GBP,DEBIT,PURCHASE,,,326.87,GBP,,DEB,,
c2902ad64cac3acc171ef835b09c67b6,2021-12-01T00:00:00Z,SPAR,-0.01,GBP,DEBIT,PURCHASE,,,326.86,GBP,,DEB,,
8700e3648bf2eac5b0a09253b04e7ea4,2021-12-01T00:00:00Z,SUPERVALUE,-0.01,GBP,DEBIT,PURCHASE,,,326.85,GBP,,DEB,,
67087e1bf65b77222cde06b49f545fdc,2021-12-01T00:00:00Z,LIDL,-0.01,GBP,DEBIT,PURCHASE,,,326.84,GBP,,DEB,,
5b6a7be7d36af577fbf8c20c00716003,2021-12-01T00:00:00Z,APLLEGREEN,-0.01,GBP,DEBIT,PURCHASE,,,326.83,GBP,,DEB,,
81674f921541f047f5433813fec5736b,2021-12-01T00:00:00Z,MCDONALD'S,-0.01,GBP,DEBIT,PURCHASE,,,326.82,GBP,,DEB,,
5dae5ef06c8c3935db2b4e93f4c075b4,2021-12-01T00:00:00Z,HARVEY NORMAN,-0.01,GBP,DEBIT,PURCHASE,,,326.81,GBP,,DEB,,
ca6d70a85d2bc2ae2309f19b7bae7e4c,2021-12-01T00:00:00Z,ULSTER BANK,-0.01,GBP,DEBIT,PURCHASE,,,326.8,GBP,,DEB,,
6e8587aa115f18dfb105544f2231d5ca,2021-12-01T00:00:00Z,CIRCLE K,-0.01,GBP,DEBIT,PURCHASE,,,326.79,GBP,,DEB,,
b7bca50069547d22224f7a04fac59278,2021-12-01T00:00:00Z,BET365,-0.01,GBP,DEBIT,PURCHASE,,,326.78,GBP,,DEB,,
d9f3fc1b2ab1c9a7b48fe0be93579f1a,2021-12-01T00:00:00Z,ACCOUNT OVERDRAFT FEE,-0.01,GBP,DEBIT,BILL_PAYMENT,,,326.77,GBP,,BP,,
aa8f219b8c1ed6f569e3354e1e59da28,2021-12-01T00:00:00Z,Sainsbury's,-23.99,GBP,DEBIT,PURCHASE,,,302.78,GBP,,DEB,,
3d3cb9087a989c421d602e8cf781a5fb,2021-12-01T00:00:00Z,MR JOHN SMITH,-20.91,GBP,DEBIT,TRANSFER,,,282.78,GBP,,TFR,,
914cd196a588925cc2f5ce3af23ecd67,2021-12-01T00:00:00Z,NUDE FINANCE,-10.0,GBP,DEBIT,PURCHASE,,,272.78,GBP,,DEB,,
79d91fc0215d75cfa8629b74907735ba,2021-12-01T00:00:00Z,E.ON NEXT,-10.0,GBP,DEBIT,PURCHASE,,,262.78,GBP,,DEB,,
5d4c09029746fc97788f2e31521c0693,2021-12-01T00:00:00Z,L&G INSURANCE,-10.0,GBP,DEBIT,PURCHASE,,,252.78,GBP,,DEB,,
f8cdf75a14ee50b514046ee533e136fc,2021-12-01T00:00:00Z,HALIFAX,-10.0,GBP,DEBIT,PURCHASE,,,242.78,GBP,,DEB,,
b763ae949d13fb397602eca7e59a6586,2021-12-01T00:00:00Z,OVO ENERGY,-10.0,GBP,DEBIT,PURCHASE,,,232.78,GBP,,DEB,,
192189df3a15f392afe21acbc9482cbe,2021-11-28T00:00:00Z,TSB CLEVELEYS,420.0,GBP,CREDIT,CASH,,,-640.42,GBP,,CSH,,
ab6bc4f008d2c1b135ac28abeaec4778,2021-11-28T00:00:00Z,AMAZON INT'L,-36.59,GBP,DEBIT,PURCHASE,,,-677.01,GBP,,DEB,,
07fab745a0b69b5ff786ddcac8a00404,2021-11-28T00:00:00Z,RETURNED DD,40.0,GBP,CREDIT,CREDIT,,,-637.01,GBP,,DEP,,
601acfca30ec47f24732039c2d052ca8,2021-11-28T00:00:00Z,MR JOHN SMITH,-32.72,GBP,DEBIT,TRANSFER,,,-669.73,GBP,,TFR,,
8db95b7794914698ef7a5144eb742efc,2021-11-28T00:00:00Z,WORKING TAX CREDIT,22.42,GBP,CREDIT,CREDIT,,,-647.31,GBP,,BGC,,
5b2349e8f41160511bce071badcf8e7c,2021-11-27T00:00:00Z,MS JANE DOE,-7.93,GBP,DEBIT,TRANSFER,,,-655.24,GBP,,TFR,,
27acb7a66632e84cce463dc7dbb73c99,2021-11-27T00:00:00Z,CIRCLE UK TRADING REFUND,50.59,GBP,CREDIT,CREDIT,,,-604.65,GBP,,DEP,,
